City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,pokhara,28.2333,83.9833,22.85,97,82,0.71,NP,1722363022
356,tsiombe,-25.3,45.4833,18.11,70,22,2.75,MG,1722363022
357,massawa,15.6097,39.45,35.54,48,75,2.62,ER,1722363022
358,howrah,22.5892,88.3103,29.0,94,40,3.6,IN,1722362832
359,vorkuta,67.5,64.0,15.97,97,100,2.36,RU,1722363023
360,ha'il,27.5219,41.6907,35.01,16,0,5.14,SA,1722363023
361,champerico,14.3,-91.9167,35.3,74,100,2.97,GT,1722363023
362,damghan,36.1683,54.348,29.88,32,1,4.2,IR,1722363024
363,huarmey,-10.0681,-78.1522,20.53,71,18,4.43,PE,1722363024
364,ciutadella,40.0011,3.8414,32.45,57,0,4.83,ES,1722363024
365,morehead city,34.7229,-76.726,31.13,75,0,5.66,US,1722362982
